word	prediction	gold_label
progress	NEUTRAL	NEUTRAL
?	NEUTRAL	NEUTRAL
' '	NEUTRAL	NEUTRAL
(	NEUTRAL	NEUTRAL
journal	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
psychology	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
march	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
1883	NEUTRAL	NEUTRAL
)	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
medical	NEGATIVE	NEUTRAL
officer	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
parishes	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
grimpen	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
thorsley	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
high	NEUTRAL	NEUTRAL
barrow	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
mention	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
local	NEUTRAL	NEUTRAL
hunt	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
watson	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
mischievous	NEGATIVE	NEGATIVE
smile	NEUTRAL	POSITIVE
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
a	NEGATIVE	NEUTRAL
country	NEGATIVE	NEUTRAL
doctor	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
astutely	NEGATIVE	NEUTRAL
observed	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
think	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
fairly	NEUTRAL	NEUTRAL
justified	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
my	NEGATIVE	NEUTRAL
inferences	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
adjectives	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
i	NEGATIVE	NEUTRAL
said	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
if	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
remember	NEGATIVE	NEUTRAL
right	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
amiable	NEUTRAL	POSITIVE
,	NEUTRAL	NEUTRAL
unambitious	NEUTRAL	NEGATIVE
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
absent - minded	NEUTRAL	NEGATIVE
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
experience	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
only	NEGATIVE	NEUTRAL
an	NEGATIVE	NEUTRAL
amiable	NEUTRAL	POSITIVE
man	NEGATIVE	NEUTRAL
in	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
world	NEUTRAL	NEUTRAL
who	NEGATIVE	NEUTRAL
receives	NEUTRAL	NEUTRAL
testimonials	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
only	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
unambitious	NEGATIVE	NEGATIVE
one	NEUTRAL	NEUTRAL
who	NEGATIVE	NEUTRAL
abandons	NEUTRAL	NEGATIVE
a	NEUTRAL	NEUTRAL
london	NEGATIVE	NEUTRAL
career	NEGATIVE	NEUTRAL
for	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
country	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
only	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
absent - minded	NEUTRAL	NEGATIVE
one	NEUTRAL	NEUTRAL
who	NEGATIVE	NEUTRAL
leaves	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
stick	NEUTRAL	NEUTRAL
and	NEGATIVE	NEUTRAL
not	NEGATIVE	NEUTRAL
his	NEUTRAL	NEUTRAL
visiting - card	NEGATIVE	NEUTRAL
after	NEGATIVE	NEUTRAL
waiting	NEGATIVE	NEUTRAL
an	NEGATIVE	NEUTRAL
hour	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
your	NEGATIVE	NEUTRAL
room	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
and	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
dog	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
has	NEGATIVE	NEUTRAL
been	NEGATIVE	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
habit	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
carrying	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
stick	NEUTRAL	NEUTRAL
behind	NEGATIVE	NEUTRAL
his	NEUTRAL	NEUTRAL
master	NEUTRAL	NEUTRAL
.	NEGATIVE	NEUTRAL
being	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
heavy	NEUTRAL	NEUTRAL
stick	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
dog	NEGATIVE	NEUTRAL
has	NEUTRAL	NEUTRAL
held	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
tightly	NEUTRAL	NEUTRAL
by	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
middle	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
marks	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
teeth	NEUTRAL	NEUTRAL
are	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
plainly	NEUTRAL	NEUTRAL
visible	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
dog	NEGATIVE	NEUTRAL
' s	NEGATIVE	NEUTRAL
jaw	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
shown	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
space	NEGATIVE	NEUTRAL
between	NEGATIVE	NEUTRAL
these	NEUTRAL	NEUTRAL
marks	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
too	NEUTRAL	NEUTRAL
broad	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
opinion	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
terrier	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
broad	NEUTRAL	NEUTRAL
enough	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
mastiff	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
may	NEUTRAL	NEUTRAL
have	NEGATIVE	NEUTRAL
been	NEGATIVE	NEUTRAL
-	NEUTRAL	NEUTRAL
yes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
by	NEGATIVE	NEUTRAL
jove	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
a	NEGATIVE	NEUTRAL
curly - haired	NEGATIVE	NEUTRAL
spaniel	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
he	NEGATIVE	NEUTRAL
had	NEUTRAL	NEUTRAL
risen	NEUTRAL	NEUTRAL
and	NEGATIVE	NEUTRAL
paced	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
room	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
he	NEGATIVE	NEUTRAL
spoke	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
halted	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
recess	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
window	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
such	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
ring	NEUTRAL	NEUTRAL
of	NEGATIVE	NEUTRAL
conviction	NEGATIVE	NEUTRAL
in	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
voice	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
glanced	NEUTRAL	NEUTRAL
up	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
surprise	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
my	NEUTRAL	NEUTRAL
dear	NEGATIVE	NEUTRAL
fellow	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
how	NEGATIVE	NEUTRAL
can	NEUTRAL	NEUTRAL
you	NEGATIVE	NEUTRAL
possibly	NEGATIVE	NEUTRAL
be	NEGATIVE	NEUTRAL
so	NEGATIVE	NEUTRAL
sure	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
that	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
simple	NEUTRAL	NEUTRAL
reason	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
see	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
dog	NEGATIVE	NEUTRAL
himself	NEUTRAL	NEUTRAL
on	NEUTRAL	NEUTRAL
our	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
doorstep	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
ring	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
its	NEGATIVE	NEUTRAL
owner	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
do	NEGATIVE	NEUTRAL
n ' t	NEGATIVE	NEUTRAL
move	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
beg	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
watson	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
he	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
professional	NEGATIVE	NEUTRAL
brother	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
yours	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
presence	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
assistance	NEUTRAL	POSITIVE
to	NEUTRAL	NEUTRAL
me	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
dramatic	NEGATIVE	NEUTRAL
moment	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
fate	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
watson	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
when	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
hear	NEUTRAL	NEUTRAL
a	NEGATIVE	NEUTRAL
step	NEGATIVE	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
stair	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
is	NEGATIVE	NEUTRAL
walking	NEUTRAL	NEUTRAL
into	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
life	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
you	NEGATIVE	NEUTRAL
know	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
whether	NEGATIVE	NEUTRAL
for	NEUTRAL	NEUTRAL
good	NEUTRAL	POSITIVE
or	NEUTRAL	NEUTRAL
ill	NEUTRAL	NEGATIVE
.	NEUTRAL	NEUTRAL
what	NEUTRAL	NEUTRAL
does	NEUTRAL	NEUTRAL
dr	NEUTRAL	NEUTRAL
james	NEUTRAL	NEUTRAL
mortimer	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
man	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
science	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
ask	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
sherlock	NEUTRAL	NEUTRAL
holmes	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
specialist	NEGATIVE	NEUTRAL
in	NEGATIVE	NEUTRAL
crime	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
come	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
!	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
appearance	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
our	NEUTRAL	NEUTRAL
visitor	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
surprise	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
me	NEUTRAL	NEUTRAL
since	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
had	NEGATIVE	NEUTRAL
expected	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
typical	NEUTRAL	NEUTRAL
country	NEGATIVE	NEUTRAL
practitioner	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
tall	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
thin	NEUTRAL	NEUTRAL
man	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
long	NEGATIVE	NEUTRAL
nose	NEGATIVE	NEUTRAL
like	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
beak	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
shot	NEUTRAL	NEUTRAL
out	NEUTRAL	NEUTRAL
between	NEGATIVE	NEUTRAL
two	NEGATIVE	NEUTRAL
keen	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
grey	NEUTRAL	NEUTRAL
eyes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
set	NEGATIVE	NEUTRAL
closely	NEGATIVE	NEUTRAL
together	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
sparkling	NEGATIVE	NEUTRAL
brightly	NEGATIVE	NEUTRAL
from	NEGATIVE	NEUTRAL
behind	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
pair	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
gold -	NEGATIVE	NEUTRAL
rimmed	NEGATIVE	NEUTRAL
glasses	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
clad	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
professional	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
rather	NEUTRAL	NEUTRAL
slovenly	NEUTRAL	NEGATIVE
fashion	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
frock - coat	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
dingy	NEUTRAL	NEGATIVE
and	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
trousers	NEUTRAL	NEUTRAL
frayed	NEUTRAL	NEGATIVE
.	NEUTRAL	NEUTRAL
though	NEUTRAL	NEUTRAL
young	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
long	NEUTRAL	NEUTRAL
back	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
already	NEUTRAL	NEUTRAL
bowed	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
walked	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
forward	NEUTRAL	NEUTRAL
thrust	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
head	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
general	NEUTRAL	NEUTRAL
air	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
peering	NEUTRAL	NEUTRAL
benevolence	NEUTRAL	POSITIVE
.	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
entered	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
eyes	NEGATIVE	NEUTRAL
fell	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
stick	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
holmes	NEGATIVE	NEUTRAL
' s	NEGATIVE	NEUTRAL
hand	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
ran	NEUTRAL	NEUTRAL
towards	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
with	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
exclamation	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
joy	NEGATIVE	POSITIVE
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
am	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
very	NEUTRAL	NEUTRAL
glad	NEGATIVE	POSITIVE
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
sure	NEGATIVE	NEUTRAL
whether	NEGATIVE	NEUTRAL
i	NEUTRAL	NEUTRAL
had	NEGATIVE	NEUTRAL
left	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
here	NEGATIVE	NEUTRAL
or	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
shipping	NEGATIVE	NEUTRAL
office	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
lose	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
stick	NEGATIVE	NEUTRAL
for	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
world	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
presentation	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
see	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
yes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
from	NEGATIVE	NEUTRAL
charing	NEUTRAL	NEUTRAL
cross	NEUTRAL	NEUTRAL
hospital	NEGATIVE	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
one	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
two	NEGATIVE	NEUTRAL
friends	NEGATIVE	NEUTRAL
there	NEUTRAL	NEUTRAL
on	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
occasion	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
marriage	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
dear	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
dear	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
' s	NEGATIVE	NEUTRAL
bad	NEGATIVE	NEGATIVE
!	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
shaking	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
head	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
dr	NEGATIVE	NEUTRAL
mortimer	NEGATIVE	NEUTRAL
blinked	NEGATIVE	NEUTRAL
through	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
glasses	NEGATIVE	NEUTRAL
in	NEUTRAL	NEUTRAL
mild	NEGATIVE	NEUTRAL
astonishment	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
why	NEGATIVE	NEUTRAL
was	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
bad	NEGATIVE	NEGATIVE
?	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
only	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
disarranged	NEUTRAL	NEGATIVE
our	NEUTRAL	NEUTRAL
little	NEGATIVE	NEUTRAL
deductions	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
marriage	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
say	NEUTRAL	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
yes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
i	NEUTRAL	NEUTRAL
married	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
left	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hospital	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
all	NEUTRAL	NEUTRAL
hopes	NEUTRAL	POSITIVE
of	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
consulting	NEGATIVE	NEUTRAL
practice	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
was	NEUTRAL	NEUTRAL
necessary	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
make	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
home	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
own	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
come	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
come	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
we	NEUTRAL	NEUTRAL
are	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
far	NEGATIVE	NEUTRAL
wrong	NEUTRAL	NEGATIVE
after	NEGATIVE	NEUTRAL
all	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
dr	NEGATIVE	NEUTRAL
james	NEUTRAL	NEUTRAL
mortimer -	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
mister	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
sir	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
mister	NEGATIVE	NEUTRAL
-	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
humble	NEGATIVE	NEUTRAL
mrcs	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
a	NEGATIVE	NEUTRAL
man	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
precise	NEGATIVE	NEUTRAL
mind	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
evidently	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
dabbler	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
science	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
